date,modal_price
2019-05,29.229696770101484
2019-06,30.251407265367
2019-07,31.650294278639386
2019-08,32.54561489404439
2019-09,32.8079494949495
2019-10,33.74409414478306
2019-11,32.51472335306055
2019-12,30.943401579083933
2021-03,30.97022911664548
2021-04,32.38547902735562
2021-05,31.80241194713865
2021-06,31.972775330396477
2021-07,35.34092695532544
2021-08,34.5180096536059
2021-09,34.65676155494337
2021-10,33.17683582089552
